"SpecimenCode","XID","CollectionCode","Site","Tree","Tray","DateCollected","Class","Order","Family","SpeciesCode","Genus","species","trophic","Origin","Stage","Lengthmm","Abundance","IND_BIOM"
"0263-001",1279,"MO9705-5","MO",5,5,"10/23/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","immature","3",1,0.1941
"0264-001",1280,"MO9705-5","MO",5,5,"10/23/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","adult","2",1,0.157
"0265-001",1281,"MO9705-5","MO",5,5,"10/23/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","7",1,0.8407
"0265-002",1282,"MO9705-5","MO",5,5,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","7",1,0.8407
"0265-003",1283,"MO9705-5","MO",5,5,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","10",1,1.5581
"0266-001",1284,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"0266-002",1285,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Dolichopodidae","eurynsp1","Eurynogaster","n_sp_1","P","endemic","adult","3",1,0.2584
"0266-003",1286,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0266-003",1286,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0266-003",1286,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0266-003",1286,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0266-003",1286,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0266-003",1286,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0266-004",1287,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","D","endemic","adult","1",1,0.0153
"0266-005",1288,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0266-005",1288,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0266-006",1289,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Drosophilidae","drospauc","Drosophila","paucitarsus","D","endemic","adult","2",1,0.091
"0266-007",1290,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Drosophilidae","scapuniv","Scaptomyza","univitta","D","endemic","adult","2",1,0.0962
"0266-007",1290,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Drosophilidae","scapuniv","Scaptomyza","univitta","D","endemic","adult","2",1,0.0962
"0266-007",1290,"MO9705-4","MO",5,4,"10/23/1997","Insecta","Diptera","Drosophilidae","scapuniv","Scaptomyza","univitta","D","endemic","adult","2",1,0.0962
"0267-001",1291,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","2",1,0.157
"0268-001",1292,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Hymenoptera","Mymaridae","polywaik","Polynema","n_sp_\"waikamoiense\"","P","endemic","adult","1",1,0.0139
"0268-002",1293,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Hymenoptera","Mymaridae","polyhawa","Polynema","hawaiiensis","P","endemic","adult","1",1,0.0139
"0268-003",1294,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Hymenoptera","Eulophidae","pauaswez","Pauahiana","swezeyi","P","endemic","adult","1",1,0.0139
"0269-001",1295,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","5",1,1.4343
"0269-001",1295,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","5",1,1.4343
"0269-001",1295,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","5",1,1.4343
"0269-002",1296,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","4",1,0.7817
"0269-003",1297,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","3",1,0.3574
"0269-003",1297,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","3",1,0.3574
"0269-003",1297,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","3",1,0.3574
"0269-004",1298,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","2",1,0.1186
"0269-004",1298,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","2",1,0.1186
"0270-001",1299,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Staphylinidae","oligspu1","Oligota","sp_1","P","endemic","adult","1",1,0.038
"0270-002",1300,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Ciidae","apteephi","Apterocis","ephistemoides","D","endemic","adult",".",1,0.116
"0270-003",1301,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Ciidae","cissign","Cis","signatus","D","endemic","adult",".",1,0.173
"0270-004",1302,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu14","Proterhinus","sp_14","D","endemic","adult",".",1,0.202
"0270-005",1303,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu13","Proterhinus","sp_13","D","endemic","adult",".",1,0.305
"0270-006",1304,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu14","Proterhinus","sp_14","D","endemic","adult",".",1,0.202
"0270-007",1305,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu14","Proterhinus","sp_14","D","endemic","adult",".",1,0.202
"0270-008",1306,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu14","Proterhinus","sp_14","D","endemic","adult",".",1,0.202
"0270-009",1307,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu9","Proterhinus","sp_9","D","endemic","adult",".",1,0.26
"0270-010",1308,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu11","Proterhinus","sp_11","D","endemic","adult",".",1,0.584
"0271-001",1309,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","4",1,0.7949
"0271-001",1309,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","4",1,0.7949
"0271-001",1309,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","4",1,0.7949
"0271-002",1310,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","2",1,0.1594
"0272-001",1311,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","adult",".",1,1.374
"0273-001",1312,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0273-001",1312,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0273-002",1313,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0273-002",1313,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0273-002",1313,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0274-001",1314,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Coleoptera","Nitidulidae","nesolati","Nesopeplus","latiusculus","D","endemic","adult",".",1,0.213
"0275-001",1315,"MO9705-6","MO",5,6,"10/23/1997","Arachnida","Araneae","Tetragnathidae","tetracut","Tetragnatha","acuta","P","endemic","immature","1",1,0.0433
"0276-001",1316,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Lepidoptera","Geometridae","eupimont","Eupithecia","monticolens","H","endemic","immature","20",1,5.1687
"0276-002",1317,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Lepidoptera","Pyralidae","pyrajsu5","Pyralidae_g","larval sp_5","H","undetermined","immature","4",1,0.3193
"0276-003",1318,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","5",1,0.4697
"0276-004",1319,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","3",1,0.1941
"0276-005",1320,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","4",1,0.3193
"0276-005",1320,"MO9705-6","MO",5,6,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu7","Scotorythra","larval sp_7","H","endemic","immature","4",1,0.3193
"0277-001",1321,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","adult",".",1,1.374
"0277-002",1322,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Coleoptera","Carabidae","blaccons","Blackburnia","constricta","P","endemic","adult",".",1,2.51
"0277-003",1323,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","adult",".",1,3.088
"0278-001",1324,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","U","endemic","adult","1",1,0.0153
"0278-002",1325,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","1",1,0.0153
"0278-003",1326,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0278-004",1327,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Limoniidae","dicrswez","Dicranomyia","swezeyi","D","endemic","adult","3",1,0.2584
"0278-005",1328,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Limoniidae","dicrkaua","Dicranomyia","kauaiensis","T","endemic","adult","4",1,0.5417
"0278-006",1329,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0278-007",1330,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","D","endemic","adult","2",1,0.091
"0278-008",1331,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Diptera","Drosophilidae","drosmusa","Drosophila","nr_musae","D","endemic","adult","3",1,0.2584
"0279-001",1332,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0279-002",1333,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0281-001",1334,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Hymenoptera","Dryinidae","dicoperk","Dicondylus","perkinsi","P","endemic","adult","3",1,0.1905
"0281-002",1335,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Hymenoptera","Eulophidae","eudemeta","Euderus","metallicus","P","adventive","adult","1",1,0.0139
"0281-003",1336,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Hymenoptera","Mymaridae","polywaik","Polynema","n_sp_\"waikamoiense\"","P","endemic","adult","2",1,0.0725
"0282-001",1337,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0283-001",1338,"MO9706-1","MO",6,1,"10/23/1997","Insecta","Lepidoptera","Oecophoridae","thyrjsu3","Thyrocopa","larval sp_3","D","endemic","immature","4",1,0.3193
"0284-001",1339,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","adult",".",1,1.374
"0284-002",1340,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","adult",".",1,1.374
"0284-003",1341,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","blacvaga","Blackburnia","vagans","P","endemic","adult",".",1,3.818
"0284-004",1342,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","blaclong","Blackburnia","longipes","P","endemic","adult",".",1,6.539
"0284-005",1343,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","mecyocul","Mecyclothorax","oculatus","P","endemic","adult",".",1,1.649
"0284-006",1344,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","mecymolo","Mecyclothorax","molokiae","P","endemic","adult",".",1,1.374
"0284-007",1345,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","adult",".",1,3.088
"0284-008",1346,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Carabidae","mecynspn","Mecyclothorax","n_sp_nr_platysminus","P","endemic","adult",".",1,1.5
"0285-001",1347,"MO9706-2","MO",6,2,"10/23/1997","Arachnida","Araneae","Theridiidae","thermaui","Theridion","mauiense","P","endemic","adult","5",1,3.6766
"0285-002",1348,"MO9706-2","MO",6,2,"10/23/1997","Arachnida","Araneae","Dysderidae","dysdcroc","Dysdera","crocota","P","adventive","immature","3",1,0.8256
"0286-001",1349,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Heteroptera","Lygaeidae","oceagrun","Oceanides","gruneri","H","endemic","immature","3",1,0.3623
"0287-001",1350,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Curculionidae","oodepalu","Oodemas","paludicola","D","endemic","adult",".",1,1.224
"0287-002",1351,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Curculionidae","oodepalu","Oodemas","paludicola","D","endemic","adult",".",1,1.224
"0287-003",1352,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Curculionidae","oodepalu","Oodemas","paludicola","D","endemic","adult",".",1,1.224
"0287-004",1353,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Curculionidae","oodepalu","Oodemas","paludicola","D","endemic","adult",".",1,1.224
"0287-005",1354,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-006",1355,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu12","Proterhinus","sp_12","D","endemic","adult",".",1,0.229
"0287-007",1356,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-008",1357,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-009",1358,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-010",1359,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu14","Proterhinus","sp_14","D","endemic","adult",".",1,0.202
"0287-011",1360,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-012",1361,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-013",1362,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0287-014",1363,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu14","Proterhinus","sp_14","D","endemic","adult",".",1,0.202
"0287-015",1364,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.552
"0288-001",1365,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Limoniidae","dicrswez","Dicranomyia","swezeyi","D","endemic","adult","3",1,0.2584
"0288-001",1365,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Limoniidae","dicrswez","Dicranomyia","swezeyi","D","endemic","adult","3",1,0.2584
"0288-002",1366,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Ceratopogonidae","dasyplat","Dasyhelea","platychaeta","D","endemic","adult","1",1,0.0153
"0288-003",1367,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Chironomidae","orthspu2","Orthocladius","sp_2","D","undetermined","adult","1",1,0.0153
"0288-004",1368,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Drosophilidae","drosmela","Drosophila","melanoloma","D","endemic","adult","2",1,0.091
"0288-005",1369,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Drosophilidae","scapuniv","Scaptomyza","univitta","D","endemic","adult","2",1,0.091
"0288-006",1370,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Dolichopodidae","eurynsp1","Eurynogaster","n_sp_1","P","endemic","adult","3",1,0.2584
"0288-007",1371,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0288-008",1372,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","D","endemic","adult","1",1,0.0153
"0289-001",1373,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Hymenoptera","Mymaridae","polyhawa","Polynema","hawaiiensis","P","endemic","adult","1",1,0.0139
"0290-001",1374,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","2",1,0.157
"0290-002",1375,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Homoptera","Cixiidae","oliasimi","Oliarus","similis","H","endemic","adult","6",1,2.102
"0291-001",1376,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjs11","Scotorythra","larval sp_11","H","undetermined","immature","5",1,0.4697
"0291-002",1377,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu1","Scotorythra","larval sp_1","H","endemic","immature","3",1,0.1941
"0291-003",1378,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Lepidoptera","LEPIDO","lepiagsu","Lep_g","moth spp","T","undetermined","adult","6",1,1.138
"0291-004",1379,"MO9706-2","MO",6,2,"10/23/1997","Insecta","Lepidoptera","LEPIDO","lepiagsu","Lep_g","moth spp","T","undetermined","adult","3",1,0.2282
"0291-005",1380,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature","2",1,0.1038
"0291-006",1381,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","immature","3",1,0.3192
"0291-007",1382,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Isopoda","Porcellionidae","porcscab","Porcellio","scaber","D","adventive","adult","8",1,4.831
"0291-008",1383,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Isopoda","Philosciidae","austsoci","Australophiloscia","societatis","D","indigenous","adult","2",1,0.1038
"0291-009",1384,"MO9706-2","MO",6,2,"10/23/1997","Chilopoda","Lithobiomorpha","Lithobiidae","lithspu1","Lithobius","sp_1","P","undetermined","adult","10",1,1.5581
"0291-010",1385,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","2",1,0.0565
"0291-010",1385,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","2",1,0.0565
"0291-011",1386,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0291-011",1386,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0291-011",1386,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0291-011",1386,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0291-011",1386,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0291-011",1386,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","immature","3",1,0.1677
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-012",1387,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","4",1,0.3628
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-013",1388,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","5",1,0.66
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-014",1389,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","6",1,1.0763
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
